Time,Hand_WristRoot.x,Hand_WristRoot.y,Hand_WristRoot.z,ForearmStub.x,ForearmStub.y,ForearmStub.z,Thumb0.x,Thumb0.y,Thumb0.z,Thumb1.x,Thumb1.y,Thumb1.z,Thumb2.x,Thumb2.y,Thumb2.z,Thumb3.x,Thumb3.y,Thumb3.z,ThumbTip.x,ThumbTip.y,ThumbTip.z,Index1.x,Index1.y,Index1.z,Index2.x,Index2.y,Index2.z,Index3.x,Index3.y,Index3.z,IndexTip.x,IndexTip.y,IndexTip.z,Middle1.x,Middle1.y,Middle1.z,Middle2.x,Middle2.y,Middle2.z,Middle3.x,Middle3.y,Middle3.z,MiddleTip.x,MiddleTip.y,MiddleTip.z,Ring1.x,Ring1.y,Ring1.z,Ring2.x,Ring2.y,Ring2.z,Ring3.x,Ring3.y,Ring3.z,RingTip.x,RingTip.y,RingTip.z,Pinky0.x,Pinky0.y,Pinky0.z,Pinky1.x,Pinky1.y,Pinky1.z,Pinky2.x,Pinky2.y,Pinky2.z,Pinky3.x,Pinky3.y,Pinky3.z,PinkyTip.x,PinkyTip.y,PinkyTip.z
5.667097,-0.1127114,1.06664,0.2893848,-0.1127114,1.06664,0.2893848,-0.0885777,1.07649,0.2956958,-0.06434238,1.085844,0.2921759,-0.03412426,1.101872,0.2946552,-0.007474631,1.122481,0.3063033,0.01518016,1.134815,0.3093273,-0.04701383,1.143202,0.3168128,-0.02566984,1.173612,0.3316531,-0.008304253,1.187405,0.344514,0.006833203,1.19991,0.3576371,-0.06504144,1.144798,0.3319101,-0.04829502,1.181048,0.3532613,-0.03074159,1.195318,0.371502,-0.01499224,1.20811,0.3883344,-0.07858307,1.13539,0.3463799,-0.06733634,1.168935,0.3673632,-0.05124928,1.183363,0.3852157,-0.03367542,1.19362,0.4009427,-0.1059899,1.087711,0.3279845,-0.09074224,1.120819,0.3594508,-0.08755964,1.145352,0.3803809,-0.07782255,1.15421,0.3972848,-0.06417982,1.163223,0.413689
5.68042,-0.1123808,1.067792,0.29057,-0.1123808,1.067792,0.29057,-0.08807881,1.07664,0.2976696,-0.06316673,1.084365,0.2950366,-0.03222304,1.09878,0.2983375,-0.004489481,1.118557,0.3088412,0.01885903,1.129645,0.311372,-0.04380093,1.142093,0.3171472,-0.02140497,1.172042,0.3313603,-0.003703363,1.185024,0.3446018,0.0116652,1.196903,0.3580343,-0.06249391,1.14565,0.3310538,-0.04498681,1.182389,0.3509051,-0.02715492,1.195721,0.36958,-0.01101622,1.207346,0.3868837,-0.07734084,1.137949,0.3452499,-0.06545095,1.172253,0.364585,-0.04891165,1.185908,0.3826324,-0.0310156,1.194831,0.3988031,-0.1065155,1.090832,0.3281707,-0.09104325,1.124937,0.3584395,-0.08764651,1.15063,0.3778917,-0.07805561,1.159714,0.39476,-0.06403982,1.167968,0.4112485
5.694078,-0.1124367,1.069348,0.289998,-0.1124367,1.069348,0.289998,-0.08796535,1.077088,0.2977781,-0.06249089,1.083027,0.2960435,-0.03085197,1.095609,0.3001488,-0.002349883,1.114197,0.3107674,0.02155328,1.12389,0.313798,-0.0404169,1.140745,0.3154118,-0.01677644,1.170076,0.3288779,0.001132518,1.182644,0.3422398,0.01662339,1.194304,0.3557236,-0.05947117,1.146376,0.3280886,-0.04055794,1.183175,0.3464857,-0.02273795,1.196376,0.365265,-0.006619975,1.207802,0.3827196,-0.07545264,1.140572,0.341951,-0.06220799,1.175278,0.3596163,-0.04566168,1.189075,0.3775482,-0.02799221,1.197965,0.3939843,-0.1068456,1.094378,0.3263482,-0.09059797,1.129341,0.3551989,-0.08578856,1.15621,0.3726619,-0.07605158,1.165954,0.3890717,-0.06198627,1.174573,0.4053298
5.707395,-0.1123745,1.070995,0.2896202,-0.1123745,1.070995,0.2896202,-0.08784175,1.077665,0.2981598,-0.06196374,1.081841,0.297815,-0.02986695,1.092604,0.3033042,-0.000880078,1.109986,0.3146293,0.02338731,1.118302,0.3186845,-0.03707401,1.139208,0.3142557,-0.0122069,1.1678,0.3270888,0.005849928,1.180008,0.3405845,0.02142413,1.1915,0.3541159,-0.05629428,1.146842,0.3255597,-0.03591505,1.183519,0.3425826,-0.01815755,1.196669,0.3614572,-0.002134182,1.208012,0.3790524,-0.0732655,1.142971,0.3389109,-0.05855839,1.177874,0.3549573,-0.04196711,1.191765,0.3727755,-0.02452092,1.200616,0.3894686,-0.1068716,1.097932,0.3245938,-0.08973351,1.133603,0.3520283,-0.08318231,1.161358,0.3674163,-0.07312532,1.171682,0.3832691,-0.05886813,1.180597,0.3991968
5.722744,-0.1122211,1.072701,0.2893956,-0.1122211,1.072701,0.2893956,-0.08773489,1.078357,0.2987613,-0.06166997,1.080881,0.2999747,-0.0293545,1.08994,0.3070344,-4.25E-05,1.106173,0.3191967,0.02441217,1.113192,0.3244125,-0.03384533,1.137504,0.3136427,-0.007786341,1.165247,0.3259631,0.01037947,1.177098,0.3396301,0.02601786,1.188423,0.353228,-0.05303555,1.147042,0.3234527,-0.03115075,1.183422,0.339198,-0.01347649,1.196531,0.3581781,0.002422586,1.20781,0.3759269,-0.07083874,1.145113,0.3361249,-0.05452588,1.179997,0.3505839,-0.03783262,1.193945,0.368261,-0.02058501,1.202769,0.3851739,-0.1066208,1.101441,0.3228874,-0.08849128,1.137663,0.3489273,-0.08019404,1.16592,0.3624467,-0.06984355,1.176675,0.3778162,-0.05544305,1.185778,0.3935072
5.73642,-0.112272,1.075563,0.2896556,-0.112272,1.075563,0.2896556,-0.0877779,1.080174,0.2995578,-0.06166372,1.081153,0.3016361,-0.02910413,1.088541,0.3094771,0.00108403,1.103299,0.3213722,0.02589326,1.108823,0.3267109,-0.03073368,1.136574,0.3133059,-0.003419362,1.163324,0.325093,0.01500529,1.174746,0.3387775,0.03087771,1.185807,0.3523226,-0.0495749,1.147774,0.3219689,-0.02585974,1.183406,0.336742,-0.007984258,1.19642,0.3555996,0.008034296,1.207719,0.3732274,-0.06784783,1.147607,0.334107,-0.04972386,1.182062,0.3473867,-0.03287926,1.196513,0.3645081,-0.01576848,1.206213,0.3810763,-0.1058996,1.1056,0.3218469,-0.08632447,1.141933,0.3466548,-0.07675389,1.170298,0.3590611,-0.06695949,1.182586,0.3736247,-0.05352445,1.1941,0.3885705
5.74951,-0.1122189,1.078235,0.2899487,-0.1122189,1.078235,0.2899487,-0.0878045,1.081833,0.3004495,-0.06176378,1.081312,0.3034221,-0.0290802,1.087049,0.3120851,0.001980543,1.100139,0.3236827,0.02707353,1.104057,0.3291143,-0.02775837,1.135243,0.3133308,0.000752308,1.160913,0.3246769,0.01939867,1.171906,0.3384123,0.03548144,1.182695,0.3519281,-0.04611407,1.148019,0.3207675,-0.02052608,1.182589,0.3349285,-0.002461031,1.19624,0.3531432,0.01368974,1.20825,0.3701705,-0.06473278,1.149611,0.3322597,-0.04479516,1.183456,0.3444676,-0.02784229,1.198903,0.3605822,-0.0108944,1.210458,0.3760946,-0.1049681,1.109453,0.3208024,-0.08391669,1.145749,0.3444286,-0.0730438,1.174096,0.3557549,-0.06343803,1.18744,0.3694918,-0.05052768,1.200659,0.3834565
5.763,-0.1117608,1.081402,0.2909827,-0.1117608,1.081402,0.2909827,-0.08739595,1.084008,0.301884,-0.06148188,1.082185,0.3054003,-0.02870302,1.086439,0.3145451,0.003226988,1.09775,0.3256436,0.02857171,1.100068,0.3308183,-0.02481653,1.134502,0.3144628,0.004852094,1.158917,0.3256073,0.0238238,1.169308,0.3393664,0.0402299,1.179636,0.3528534,-0.04259681,1.148458,0.3211383,-0.0150929,1.181078,0.3362968,0.003312431,1.19438,0.3544292,0.01974051,1.206245,0.3712921,-0.06132166,1.151387,0.3321864,-0.03972435,1.184308,0.3440921,-0.02245938,1.200193,0.3594313,-0.005350739,1.212447,0.3742138,-0.1034355,1.113105,0.3210607,-0.0809182,1.148922,0.3440576,-0.06886321,1.176975,0.354911,-0.05912042,1.19068,0.3681883,-0.04616438,1.204361,0.3816574
5.776549,-0.1113318,1.084237,0.2918562,-0.1113318,1.084237,0.2918562,-0.08708405,1.085868,0.3031992,-0.06137956,1.082765,0.3073073,-0.02859697,1.085549,0.316989,0.004006565,1.095064,0.3278097,0.02950692,1.095609,0.3327028,-0.02212557,1.133302,0.3156276,0.0086409,1.156385,0.3266336,0.02790491,1.166158,0.3404391,0.04461072,1.176009,0.3539153,-0.03925369,1.148388,0.3215022,-0.01013053,1.179157,0.3374841,0.008583933,1.191963,0.3556571,0.02528583,1.203699,0.3723404,-0.05800926,1.152653,0.3320521,-0.03467911,1.184282,0.344188,-0.01697836,1.200034,0.3591636,0.000397101,1.21234,0.3735873,-0.1019039,1.116357,0.3211564,-0.07794361,1.151606,0.3435651,-0.06512652,1.179393,0.3542277,-0.05544829,1.193397,0.3672364,-0.04260826,1.207416,0.3804671
5.791586,-0.1109759,1.08721,0.2923554,-0.1109759,1.08721,0.2923554,-0.08681689,1.087955,0.3039772,-0.06134377,1.083746,0.3085197,-0.02862427,1.085105,0.3187063,0.00437054,1.093025,0.3296264,0.029909,1.091621,0.3341346,-0.01983911,1.132547,0.3162055,0.01192283,1.154254,0.3271825,0.03148998,1.163354,0.341022,0.04851721,1.17268,0.3544695,-0.03630303,1.148552,0.3215192,-0.005881213,1.178069,0.3374436,0.01330205,1.190827,0.355156,0.03044045,1.202618,0.3713499,-0.05496158,1.153934,0.3317247,-0.03025175,1.184623,0.3435426,-0.01201923,1.20012,0.3581408,0.005748749,1.212201,0.3722734,-0.1003916,1.119507,0.321059,-0.07506078,1.154089,0.3429951,-0.06107567,1.181462,0.3532529,-0.05096141,1.195415,0.3659828,-0.03771234,1.209323,0.3789234
5.804729,-0.1106255,1.089921,0.2928419,-0.1106255,1.089921,0.2928419,-0.08660733,1.089791,0.3047744,-0.06142797,1.084497,0.309795,-0.02910174,1.083786,0.321227,0.004038639,1.089436,0.3330773,0.02927393,1.085689,0.3379404,-0.01774079,1.131434,0.3169086,0.01501301,1.151424,0.3282282,0.03481635,1.159627,0.3422907,0.05211461,1.168224,0.3558773,-0.0334892,1.148321,0.321632,-0.001844645,1.176601,0.3374168,0.01781553,1.189207,0.3547102,0.03540041,1.200915,0.3704808,-0.05199762,1.154816,0.3314559,-0.02596173,1.184515,0.3429511,-0.007191733,1.199679,0.3572138,0.01097167,1.211473,0.371084,-0.09887801,1.12234,0.3209496,-0.07220742,1.156185,0.3424429,-0.05706387,1.183079,0.3523136,-0.04649995,1.196936,0.364781,-0.03283107,1.2107,0.377436
5.819138,-0.1102822,1.092445,0.2933157,-0.1102822,1.092445,0.2933157,-0.0864546,1.091464,0.3055861,-0.06162816,1.08512,0.311121,-0.02989128,1.082457,0.3238434,0.003192127,1.085876,0.3366661,0.02790332,1.079964,0.3420429,-0.01585183,1.130086,0.3177341,0.01787885,1.147886,0.3298153,0.03783825,1.154909,0.3442895,0.05535126,1.16252,0.3581858,-0.03084065,1.147803,0.3218466,0.001954891,1.174801,0.337528,0.02208604,1.187158,0.3544546,0.04011677,1.198695,0.3698432,-0.04914602,1.155394,0.3312569,-0.02183866,1.184037,0.3424782,-0.002539739,1.198834,0.3564169,0.01601362,1.21032,0.3700269,-0.09737513,1.124927,0.3208365,-0.06940934,1.157973,0.3419231,-0.05313008,1.184329,0.351431,-0.04212414,1.198098,0.3636098,-0.02805013,1.211773,0.3759126
5.834582,-0.108698,1.095316,0.294778,-0.108698,1.095316,0.294778,-0.08523466,1.093531,0.3076451,-0.06084204,1.086197,0.3138457,-0.02978648,1.081969,0.3277689,0.002940118,1.083768,0.3417819,0.02706605,1.076581,0.3481692,-0.01330361,1.129259,0.3208156,0.02089779,1.145805,0.3333472,0.04112911,1.152785,0.3474606,0.05894853,1.160439,0.3609366,-0.02758899,1.14769,0.3242353,0.005987957,1.173536,0.3402011,0.0265595,1.186257,0.3563091,0.04509175,1.198618,0.3704078,-0.04575939,1.156254,0.3330535,-0.01744748,1.183845,0.3444189,0.002195165,1.198476,0.35805,0.02098656,1.209853,0.3714222,-0.0950258,1.127728,0.3220102,-0.06613631,1.159921,0.3431706,-0.04890824,1.185701,0.3525859,-0.03763245,1.199479,0.3645046,-0.02329952,1.213071,0.3765985
5.84653,-0.1074038,1.098056,0.2960099,-0.1074038,1.098056,0.2960099,-0.08435546,1.0955,0.3094827,-0.0604553,1.087204,0.3163525,-0.03015879,1.081551,0.3313972,0.002116948,1.081855,0.3465238,0.02558818,1.073496,0.3538544,-0.01124746,1.128296,0.3237536,0.02335945,1.143579,0.3367665,0.04383542,1.150389,0.3506073,0.06197153,1.15802,0.3636681,-0.02478038,1.147399,0.3264755,0.009518743,1.172071,0.3427596,0.03052111,1.184905,0.3582087,0.04955409,1.197767,0.3711439,-0.04275872,1.156922,0.3346818,-0.01349164,1.183421,0.3462257,0.006517366,1.197863,0.3595211,0.02557403,1.209137,0.3726024,-0.09296258,1.130369,0.3229614,-0.06318842,1.161677,0.3442232,-0.04502629,1.186836,0.3535642,-0.03345793,1.200634,0.3651748,-0.01884669,1.21416,0.377008
5.860417,-0.1057257,1.099972,0.2961234,-0.1057257,1.099972,0.2961234,-0.08301327,1.096831,0.310036,-0.05956525,1.087649,0.3173227,-0.03042731,1.080207,0.3338085,0.001087636,1.078611,0.3503884,0.02356616,1.068823,0.358956,-0.008786701,1.126893,0.3245531,0.02627358,1.141061,0.3376135,0.04699728,1.147614,0.3512076,0.06543609,1.155081,0.3639348,-0.02152607,1.146625,0.3265103,0.01358166,1.170282,0.3425768,0.03502296,1.18292,0.3575777,0.05452548,1.195651,0.36993,-0.03919996,1.157139,0.3341491,-0.008954227,1.182683,0.3453161,0.01151508,1.19679,0.3582661,0.03091821,1.207817,0.3710447,-0.09031627,1.132413,0.3223754,-0.05954751,1.163033,0.3432183,-0.04044812,1.18769,0.3520111,-0.02845024,1.201368,0.363325,-0.01342859,1.214678,0.3748857
5.873976,-0.1043112,1.101959,0.2963579,-0.1043112,1.101959,0.2963579,-0.08197113,1.09826,0.3107287,-0.05899718,1.088124,0.3182579,-0.03098696,1.079002,0.3358192,-0.00022766,1.0756,0.3535088,0.02124396,1.064497,0.3630066,-0.006744243,1.125531,0.3256016,0.02872331,1.138558,0.3387505,0.04965839,1.144768,0.3521807,0.06836642,1.151975,0.3646628,-0.01864657,1.145839,0.32678,0.01723452,1.168432,0.3426686,0.03911841,1.180806,0.357245,0.05908552,1.193278,0.3691097,-0.0359638,1.15732,0.3338203,-0.004767835,1.181851,0.3446387,0.01616296,1.195576,0.3572572,0.03592086,1.206329,0.3697231,-0.08791588,1.134469,0.3219181,-0.05617354,1.164345,0.3423786,-0.0361885,1.188602,0.350269,-0.02374247,1.202297,0.3610652,-0.008291334,1.215548,0.3721167
5.888003,-0.1030513,1.104003,0.2966693,-0.1030513,1.104003,0.2966693,-0.08111575,1.099778,0.3115105,-0.05866837,1.088717,0.3193207,-0.0318128,1.078148,0.3378477,-0.001868926,1.073164,0.3565335,0.0185741,1.060933,0.3668769,-0.005019739,1.124238,0.3268443,0.03080364,1.136109,0.3401223,0.05193216,1.141936,0.3534208,0.07089792,1.148837,0.3656846,-0.01605099,1.145062,0.3272401,0.02055877,1.166554,0.3429932,0.04290456,1.178638,0.3571045,0.06334998,1.190813,0.3684514,-0.03296284,1.157474,0.3336581,-0.000855982,1.180944,0.3441617,0.02054227,1.194287,0.3563996,0.04067419,1.204779,0.3684835,-0.08566345,1.136522,0.321554,-0.05297993,1.165604,0.3416732,-0.03213849,1.189499,0.348361,-0.01921081,1.203293,0.3584424,-0.003295451,1.216577,0.368771
5.902117,-0.1014455,1.104582,0.2961442,-0.1014455,1.104582,0.2961442,-0.07987636,1.099935,0.3113905,-0.05784065,1.087917,0.3189563,-0.03130083,1.076135,0.3372043,-0.001466393,1.069879,0.3556813,0.01854292,1.056788,0.3658186,-0.003213145,1.122131,0.3273311,0.0329577,1.133295,0.3402759,0.0544149,1.138995,0.3530943,0.07388119,1.145967,0.3645043,-0.01353301,1.143319,0.3271334,0.02362283,1.164004,0.3426861,0.04661612,1.176269,0.3555456,0.06773867,1.188818,0.3651046,-0.03010031,1.156428,0.3330436,0.002646618,1.179045,0.3434407,0.0245211,1.192559,0.3546023,0.04523624,1.203757,0.3649408,-0.08330967,1.137015,0.3206028,-0.04993894,1.165397,0.3405936,-0.02838806,1.188744,0.3469608,-0.01512,1.202638,0.3564454,0.001124345,1.216084,0.3660243
5.916278,-0.09998333,1.105487,0.2958251,-0.09998333,1.105487,0.2958251,-0.07880309,1.100438,0.3114835,-0.05724521,1.08756,0.3190105,-0.03117737,1.074722,0.3372262,-0.001617722,1.067362,0.3557384,0.01787155,1.05352,0.3658907,-0.001657784,1.120358,0.3280912,0.03490452,1.130843,0.3404925,0.05676141,1.136423,0.3526723,0.0767754,1.143431,0.3630681,-0.01124281,1.141875,0.327297,0.02655707,1.1619,0.3421457,0.05023497,1.174265,0.3535884,0.07201746,1.187035,0.3611688,-0.02743357,1.155662,0.3326853,0.005927265,1.177412,0.3429817,0.02826335,1.190917,0.3531996,0.04948319,1.202457,0.3620276,-0.0810952,1.137803,0.3198659,-0.04705822,1.165458,0.3397508,-0.02480222,1.188197,0.3458882,-0.01117621,1.202177,0.3547163,0.005419753,1.21584,0.3633388
5.931329,-0.09791417,1.105492,0.2952351,-0.09791417,1.105492,0.2952351,-0.07703476,1.100227,0.3112229,-0.05588797,1.086902,0.3191275,-0.03029367,1.073679,0.3377362,-0.001069508,1.065866,0.3565916,0.0179677,1.051655,0.3670866,0.000426263,1.118496,0.3282534,0.03718352,1.128386,0.3405674,0.0593531,1.133901,0.3521996,0.07978058,1.140929,0.3617418,-0.008588232,1.140231,0.3269129,0.02958891,1.159571,0.3417048,0.05357268,1.171671,0.352789,0.07569258,1.184192,0.3597854,-0.02447032,1.15454,0.3318406,0.00935474,1.175644,0.3419638,0.03200318,1.188952,0.3517438,0.05352008,1.200379,0.3599805,-0.07844242,1.137805,0.3188097,-0.04390587,1.164984,0.3384898,-0.02110045,1.187329,0.3440269,-0.007146351,1.201226,0.3524638,0.009773381,1.214828,0.3605367
5.945223,-0.09599033,1.105869,0.2948058,-0.09599033,1.105869,0.2948058,-0.07542507,1.1004,0.3111286,-0.05471511,1.08667,0.3194838,-0.02964476,1.073131,0.3385719,-0.000807241,1.06492,0.3578493,0.01774126,1.050376,0.3687548,0.002305977,1.117001,0.3286302,0.03920944,1.126249,0.341005,0.06163938,1.131622,0.3521961,0.08240709,1.138556,0.3610485,-0.006120369,1.13893,0.3267401,0.03242126,1.157562,0.3414952,0.05671418,1.169364,0.3522213,0.07916576,1.181569,0.3587013,-0.02167221,1.153748,0.3311947,0.01260638,1.174184,0.3411616,0.03556481,1.187245,0.3505439,0.05736637,1.198463,0.358305,-0.07592537,1.138153,0.3179189,-0.04089557,1.164831,0.3374112,-0.0175396,1.186775,0.3422111,-0.00323607,1.2006,0.350167,0.01402816,1.214114,0.3576353
5.958861,-0.0941916,1.106505,0.2944949,-0.0941916,1.106505,0.2944949,-0.07395596,1.100843,0.3111602,-0.0537063,1.086715,0.3199695,-0.02918989,1.072863,0.339546,-0.00076583,1.064247,0.3592554,0.01726286,1.049366,0.370571,0.003998801,1.115749,0.3291846,0.04102173,1.124333,0.3416803,0.06367831,1.129505,0.3525038,0.0847435,1.136259,0.3607721,-0.003817886,1.137848,0.3267386,0.03507653,1.155746,0.3414773,0.05967775,1.16721,0.3518618,0.08246091,1.179049,0.3578425,-0.01901513,1.153164,0.3307046,0.0157084,1.172905,0.3405317,0.03898774,1.185699,0.349481,0.06108107,1.196676,0.3567458,-0.07352015,1.138732,0.3171486,-0.03800104,1.164883,0.3364693,-0.01405193,1.186331,0.3405261,0.000637993,1.200028,0.3479855,0.01828174,1.213372,0.3548466
5.971885,-0.09301305,1.105961,0.2942329,-0.09301305,1.105961,0.2942329,-0.07302636,1.10017,0.3111527,-0.05309517,1.085797,0.3202833,-0.02904228,1.071719,0.3402695,-0.000988603,1.06282,0.3603801,0.01660641,1.047637,0.3719729,0.005003765,1.113993,0.3297063,0.04206957,1.122133,0.3423714,0.0647576,1.127091,0.3532288,0.08590144,1.13363,0.3614698,-0.002416618,1.136188,0.3269139,0.03667377,1.153637,0.3416723,0.0614015,1.164838,0.3520435,0.08434631,1.176389,0.3579707,-0.01738828,1.151805,0.3305493,0.01764034,1.17124,0.3398938,0.04112963,1.183885,0.3484994,0.06340533,1.194706,0.3554336,-0.07200509,1.138119,0.3166732,-0.03622477,1.163912,0.3359931,-0.01196478,1.185077,0.3396796,0.002918497,1.198729,0.3468307,0.0207517,1.211993,0.3533494
5.985647,-0.09183541,1.105759,0.2940326,-0.09183541,1.105759,0.2940326,-0.07210756,1.099845,0.3112113,-0.05250945,1.085223,0.3206645,-0.02895083,1.070917,0.3410729,-0.001294687,1.061726,0.3615982,0.01581462,1.046176,0.3734297,0.005977497,1.112562,0.3303166,0.04308115,1.120245,0.3431551,0.06578796,1.124974,0.3540751,0.08700383,1.131282,0.3623108,-0.001031362,1.134843,0.3271715,0.03828667,1.151851,0.3418392,0.06316967,1.162799,0.3521084,0.08629236,1.174064,0.3578935,-0.01576278,1.150761,0.3304667,0.01957823,1.169863,0.3393068,0.04328685,1.182347,0.3475373,0.06575276,1.193002,0.3541059,-0.0704794,1.137839,0.3162559,-0.03443563,1.16326,0.3355787,-0.009857595,1.18411,0.33893,0.005234517,1.197784,0.345585,0.02326919,1.211033,0.3515559
6.00098,-0.09134635,1.105147,0.2942806,-0.09134635,1.105147,0.2942806,-0.07168783,1.099052,0.3114756,-0.05225498,1.084221,0.320942,-0.02891269,1.069653,0.3414145,-0.001414366,1.060212,0.3620378,0.01547863,1.044485,0.3739467,0.006533936,1.110934,0.330559,0.0437416,1.118233,0.343321,0.06652889,1.122741,0.3541667,0.08784449,1.128842,0.3623002,-0.000223197,1.133286,0.3273599,0.03933275,1.149906,0.3418313,0.06438321,1.160621,0.3519378,0.08765742,1.171654,0.3575583,-0.01477462,1.149377,0.3306153,0.02078255,1.168151,0.3392897,0.04464614,1.180439,0.3473657,0.06724605,1.19091,0.3537675,-0.06963217,1.137038,0.3164294,-0.03330592,1.162097,0.3356953,-0.008496091,1.182681,0.3389861,0.006761789,1.196303,0.3453627,0.02495404,1.209482,0.3510034
6.014453,-0.09075852,1.104765,0.294494,-0.09075852,1.104765,0.294494,-0.07118064,1.098489,0.3117161,-0.05192622,1.083442,0.3212076,-0.02893838,1.068574,0.3418637,-0.001721047,1.058836,0.3627205,0.01485361,1.042905,0.3748043,0.007167064,1.109506,0.3308019,0.04447576,1.116403,0.3434921,0.06734638,1.120682,0.3542547,0.08876576,1.126569,0.3622727,0.00067474,1.131926,0.3275341,0.04047547,1.148148,0.341785,0.06570229,1.158627,0.351699,0.08913369,1.169422,0.3571247,-0.01368783,1.148197,0.3307356,0.02207786,1.166621,0.3393024,0.04609081,1.178703,0.3472455,0.06882079,1.188982,0.3534955,-0.06868047,1.136462,0.3165597,-0.03207043,1.161149,0.3357695,-0.007025957,1.181458,0.3389921,0.008399762,1.19503,0.3450644,0.02675042,1.208138,0.3503461
6.02703,-0.09007548,1.104534,0.2946905,-0.09007548,1.104534,0.2946905,-0.0705893,1.098077,0.3119496,-0.05152715,1.082811,0.3214778,-0.02898613,1.067623,0.3423924,-0.002132155,1.057565,0.3635663,0.01405515,1.041419,0.3758866,0.00787352,1.108196,0.3310602,0.04527941,1.114672,0.3436852,0.06823376,1.118715,0.3543609,0.08975874,1.124377,0.3622565,0.0016599,1.130682,0.3277106,0.04170661,1.146487,0.3417387,0.06710958,1.156717,0.3514611,0.09069914,1.167262,0.3566915,-0.01250389,1.147139,0.3308449,0.02347226,1.1652,0.3393027,0.04764694,1.177089,0.3470449,0.07051659,1.187187,0.3530775,-0.06762594,1.136033,0.3166653,-0.03072961,1.160334,0.3358198,-0.005445912,1.180356,0.3389688,0.01014888,1.193857,0.3447611,0.02865893,1.20687,0.3497099
6.040877,-0.09030762,1.104372,0.29487,-0.09030762,1.104372,0.29487,-0.07076751,1.097735,0.3119995,-0.05179369,1.082269,0.3213806,-0.02927317,1.066837,0.3421378,-0.00238774,1.056565,0.3631686,0.01373412,1.040318,0.3754416,0.007925659,1.107077,0.3305502,0.045498,1.113161,0.3428729,0.06858888,1.116969,0.3533381,0.09024997,1.122415,0.3610109,0.001916833,1.129622,0.3272201,0.04223205,1.145031,0.3409164,0.06782359,1.155017,0.3503945,0.09156789,1.165334,0.3553719,-0.01205724,1.146225,0.3304357,0.0241548,1.163967,0.3385549,0.04851034,1.175659,0.3460244,0.07153289,1.185579,0.3517632,-0.06738689,1.135664,0.3166536,-0.0301131,1.159608,0.3355237,-0.004607514,1.179381,0.3384506,0.01117058,1.192801,0.3439257,0.02984852,1.205721,0.3484705
6.055254,-0.09042922,1.104276,0.2950364,-0.09042922,1.104276,0.2950364,-0.07084853,1.097458,0.3120476,-0.05197801,1.081786,0.3212958,-0.02950023,1.066106,0.3419128,-0.002605215,1.055688,0.3628595,0.01345082,1.039387,0.3751464,0.008059509,1.10599,0.3300679,0.04578929,1.111661,0.3421028,0.06901106,1.115225,0.3523624,0.09080453,1.120443,0.3598157,0.002268575,1.128593,0.3267427,0.04284626,1.143588,0.3401193,0.06862339,1.153321,0.3493548,0.09252122,1.1634,0.3540782,-0.01150707,1.145347,0.3300245,0.02493945,1.162756,0.3378085,0.04947454,1.174245,0.3450009,0.07264829,1.183981,0.3504393,-0.06703503,1.135355,0.3166215,-0.02938605,1.158929,0.3352103,-0.003655508,1.178441,0.3379126,0.01230425,1.191767,0.3430825,0.031147,1.204579,0.3472351
6.068625,-0.0909456,1.104515,0.2954025,-0.0909456,1.104515,0.2954025,-0.07136251,1.097472,0.3123192,-0.0526031,1.081591,0.3214351,-0.03013505,1.065644,0.3418573,-0.003205284,1.054967,0.362628,0.01279815,1.038521,0.3747901,0.007692866,1.105221,0.3300453,0.04553135,1.110476,0.3419271,0.06884433,1.11378,0.352066,0.0907414,1.118767,0.3593721,0.002101086,1.127885,0.3267969,0.04288025,1.142427,0.3400602,0.06880173,1.151879,0.3491832,0.09282693,1.161711,0.3537792,-0.01150368,1.14476,0.3301734,0.02514326,1.161806,0.3378184,0.04982492,1.173056,0.3448868,0.07312277,1.182578,0.3501716,-0.0671756,1.135321,0.316968,-0.02923378,1.158497,0.3354626,-0.00330282,1.177753,0.3380814,0.01281008,1.190922,0.3431773,0.03179477,1.203568,0.3471929
6.082253,-0.09143712,1.10484,0.2958238,-0.09143712,1.10484,0.2958238,-0.07186188,1.097572,0.3126544,-0.05322548,1.08148,0.3216506,-0.0307757,1.065268,0.3418837,-0.00381767,1.054332,0.362482,0.01212724,1.037743,0.3745264,0.007330254,1.104512,0.3301031,0.04527067,1.109335,0.3418422,0.06867045,1.112372,0.3518639,0.09066893,1.117121,0.3590231,0.001948863,1.127236,0.3269192,0.04292567,1.141308,0.3400802,0.06898849,1.150467,0.3490984,0.09314065,1.160041,0.3535723,-0.01147743,1.144237,0.3303785,0.02537165,1.160903,0.3378878,0.05020051,1.171903,0.3448323,0.07362279,1.181202,0.3499627,-0.06728733,1.135369,0.3173608,-0.02905254,1.158136,0.3357598,-0.002916396,1.177124,0.3382897,0.01335237,1.190133,0.3433034,0.03248085,1.202606,0.3471733
